lux,,9582722.597,,,,0.003470621,,
,,Luminance(cd/m2),Radinance(W/sr*m2),,,,,
0,,,57669.17,,,,,
1,,834824.0464,5175.442705,324299456.4,,2897.674265,2673.08,-0.077508458
2,,866790.6334,5373.617687,,,3008.630289,2501.09,-0.168694801
3,,749610.5837,4647.166842,,,2601.898336,2276.36,-0.125115702
4,,942804.4234,5844.860719,,,3272.474154,1855.21,-0.433086432
5,,972585.6225,6029.487515,,,3375.844696,2841.39,-0.158317323
6,,1037316.64,6430.783662,,,3600.526058,2812.43,-0.218883587
7,,1647061.286,10210.85983,,,5716.949725,4193.81,-0.266425244
8,,1665419.157,10324.66837,,,5780.669895,3572.17,-0.382049128
9,,1328145.228,8233.758434,,,4609.992087,4151.6,-0.099434463
10,,1436888.177,8907.903969,,,4987.438864,4016.48,-0.194680855
11,,1485426.722,9208.815831,,,5155.916153,3907.6,-0.242113354
12,,1577363.4,9778.771868,,,5475.02836,4182.24,-0.236124505
13,,1653491.696,10250.72478,,,5739.269677,3626.61,-0.368106013
14,,1663194.167,10310.87468,,,5772.946954,3809.79,-0.340061492
15,,1623328.025,10063.72687,,,5634.571575,3530.65,-0.373395128
16,,1631631.73,10115.2052,,,5663.393735,3640.45,-0.357196379
17,,1694336.272,10503.93833,,,5881.041199,3020.76,-0.486356259
18,,1844316.142,11433.72974,,,6401.621329,3177.43,-0.503652304
19,,1502439.957,9314.288384,,,5214.969092,4673.06,-0.103914152
20,,1408416.184,8731.393519,,,4888.612576,4201.44,-0.140565972
21,,1196672.754,7418.702545,,,4153.65113,3564.58,-0.141820079
22,,1377403.617,8539.132927,,,4780.967955,3695.12,-0.227118852
23,,1182973.919,7333.77742,,,4106.102474,3635.77,-0.114544748
24,,1427855.635,8851.907253,,,4956.08691,1174.35,-0.763048949
25,,1109037.227,6875.411234,,,3849.468215,1191.56,-0.690461141
26,,424173.7244,2629.640123,,,1472.306998,1199.43,-0.185339741
27,,732728.3052,4542.506147,,,2543.299947,970.43,-0.618436669
28,,886139.3861,5493.569144,,,3075.789809,2446.6,-0.204562031
29,,925939.738,5740.309091,,,3213.936831,2503.92,-0.220918104
30,,905262.4734,5612.121602,,,3142.166045,2718.02,-0.134985242
31,,1325409.238,8216.796821,,,4600.495464,3691.03,-0.19768859
32,,1378647.013,8546.841285,,,4785.283781,3889.8,-0.187132848
33,,1522706.952,9439.932426,,,5285.315829,4260.88,-0.193826795
34,,1903308.545,11799.44968,,,6606.38396,5469.46,-0.172094745
35,,2272357.167,14087.34496,,,7887.351725,6776.15,-0.140884008
36,,2064169.097,12796.69524,,,7164.730937,5904.41,-0.175906248
37,,1987254.396,12319.86706,,,6897.760008,5545.3,-0.196072349
38,,1971439.825,12221.82555,,,6842.867634,5507.42,-0.195159063
39,,1912284.986,11855.0986,,,6637.541187,5524.39,-0.167705353
40,,2102571.015,13034.76567,,,7298.023994,6131.59,-0.159828742
41,,2131652.492,13215.05458,,,7398.965799,6368.58,-0.139260787
42,,2100233.049,13020.27159,,,7289.908913,6274.73,-0.139258107
43,,2268490.675,14063.37487,,,7873.931134,6775.16,-0.139545434
44,,2180444.363,13517.53693,,,7568.322385,6540.07,-0.135862657
45,,1844705.909,11436.14607,,,6402.974211,5571.72,-0.129823139
46,,2017119.552,12505.01434,,,7001.421964,5857.37,-0.163402802
47,,1882118.946,11668.086,,,6532.834861,5115.39,-0.2169724
48,,1932566.76,11980.83426,,,6707.939223,5484.31,-0.182415073
49,,1891372.789,11725.45466,,,6564.954949,5807.54,-0.115372452
50,,1860560.173,11534.43365,,,6458.004361,5204.25,-0.194139597
51,,1986101.538,12312.71998,,,6893.758437,5860.1,-0.149941204
52,,2399141.205,14873.33517,,,8327.419122,7333.81,-0.119317775
53,,1908139.514,11829.39899,,,6623.152253,6329.78,-0.044294958
54,,1818670.432,11274.74066,,,6312.605071,2406.21,-0.618824562
55,,1113224.67,6901.371038,,,3864.002828,13843.98,2.582807937
56,,539178.1393,3342.603247,,,1871.487322,1987.6,0.062042995
57,,1143192.387,7087.154147,,,3968.020777,3524.79,-0.11170072
58,,1383276.252,8575.539985,,,4801.351872,4279.48,-0.108692694
59,,1471501.646,9122.488137,,,5107.582213,4427.71,-0.133110381
60,,1439239.14,8922.478626,,,4995.599056,4129.16,-0.173440472
61,,2007153.269,12443.22895,,,6966.828997,5623,-0.19288962
62,,2175162.203,13484.79048,,,7549.988007,6093.43,-0.192921897
63,,2752416.67,17063.44569,,,9553.638262,8184.58,-0.143302292
64,,3116039.173,19317.70207,,,10815.77197,9409.93,-0.129980733
65,,2831410.305,17553.1621,,,9827.825168,8485.51,-0.136583135
66,,2605199.404,16150.78088,,,9042.647131,7718.48,-0.146435785
67,,2308715.139,14312.74408,,,8013.550247,6675.06,-0.167028371
68,,2194273.555,13603.27019,,,7616.32351,6187.14,-0.187647427
69,,2387479.175,14801.0371,,,8286.940215,6676.52,-0.194332308
70,,2562909.98,15888.61008,,,8895.860541,7381.1,-0.170277011
71,,2620028.661,16242.71399,,,9094.119482,7859.17,-0.135796487
72,,2463090.355,15269.78417,,,8549.386622,7055.8,-0.174701027
73,,2915611.713,18075.16379,,,10120.08826,8637.29,-0.146520289
74,,2767786.171,17158.72801,,,9606.985799,8857.17,-0.078049017
75,,2363251.99,14650.84209,,,8202.847657,7093.85,-0.135196666
76,,2433663.074,15087.35147,,,8447.24453,7426.14,-0.120880191
77,,2245450.341,13920.53767,,,7793.958134,6891.61,-0.115775338
78,,2600925.089,16124.28252,,,9027.810982,7391.76,-0.181223442
79,,2850377.988,17670.75114,,,9893.661997,7529.09,-0.238998664
80,,2021045.068,12529.35035,,,7015.047432,5639.67,-0.196061031
81,,1924516.183,11930.92519,,,6679.995671,5342.29,-0.20025547
